Leaf No.,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,Avg Total Chlorophyll (Âµg/cm2),leaf
1,0.0902558690438391,0.1003265791571723,0.197789829122833,0.1861511841653371,0.1379130707645243,0.0910133744656462,38.76835883666666,banana
2,0.0885033145694572,0.0990202796889738,0.1681962960285713,0.162653104468019,0.1311304317322889,0.0933077795210941,71.40923659666667,banana
3,0.0937609481496973,0.1034618008437942,0.1758756131180101,0.1698191765638098,0.1351304326166253,0.0982791711867297,63.859104163333335,banana
4,0.0618647014277726,0.0684519969480924,0.1146281853203911,0.1108241170379833,0.0753043388417418,0.0615678562434169,58.83652668666667,banana
5,0.0842972256110085,0.0898758831029934,0.1367297196152626,0.134488816978403,0.1043478251257213,0.0822179187705211,60.81972601666666,banana
6,0.1083070368840258,0.1180927495789083,0.2022850842350425,0.2024831567258039,0.1613913176000554,0.1239006253794694,50.814208576666665,banana
7,0.1090080467366163,0.1047681003119927,0.1747518080637976,0.1716523496485329,0.1424347932719982,0.1105162761678339,66.93767025666666,banana
8,0.0860497800853904,0.0901371944781058,0.1447836732847984,0.1416548540331332,0.1114782662909317,0.0860420662056254,81.5243058,banana
9,0.0830704732904279,0.1005878476310575,0.179247063176007,0.1723189707851815,0.1349565131264629,0.0956023513877714,72.42418948,banana
10,0.0834209782167231,0.0951012525806965,0.1762502496981071,0.165486209257715,0.127304350338115,0.0879540565175628,44.169886743333336,banana
11,0.1090080467366163,0.1358589200006443,0.2858213297222219,0.2701441859048805,0.2090434892317673,0.1338431584938964,20.28692242,banana
12,0.0983175718773469,0.0958850580023519,0.1567709271963981,0.1549871015608024,0.1253913096410279,0.0975143416997088,61.64959248,banana
13,0.10725552210514,0.1094709328419255,0.2071549061366298,0.2009832591683445,0.158086957829019,0.109751446680813,36.97672773666667,banana
14,0.1042762153101775,0.1052906801609902,0.2090279145603173,0.1981501543786485,0.1533913158313827,0.1070746268818548,35.73444939666666,banana
15,0.079565364341664,0.0817766033137808,0.1299868892899877,0.1273227448826122,0.1010435022020344,0.0768641957669899,73.11829635666666,banana
16,0.0809673840468451,0.0864794358437136,0.1578947322506105,0.1506541342547076,0.1140869481013187,0.0795410989715629,42.56759017,banana
17,0.1246056800927362,0.1355976515267592,0.2787038977122096,0.2643113210413264,0.206956529044518,0.1330784124124903,19.19219542,banana
18,0.0871012948642761,0.1011103845788278,0.1620153507827229,0.1601533452877079,0.1260869507543278,0.0959847661312818,76.18880164333332,banana
19,0.0981423044927464,0.0992815481628589,0.1603296257537244,0.1551537568449646,0.1264347897346526,0.0952199366442609,65.37167558666668,banana
20,0.0997195915825279,0.1504899116369857,0.3090466341759463,0.2973085416895236,0.2299130542569117,0.1464626782185111,13.009980116666666,banana
21,0.0890290868803529,0.1008491161049426,0.1661359693148353,0.1636530361729919,0.1293913105253643,0.0990439172681358,56.75211462333334,banana
22,0.1049771953198624,0.1371652623700701,0.2740213243099517,0.2666444249374753,0.2038260887636439,0.1326959976689798,16.24644707,banana
23,0.1014721162140042,0.0951012525806965,0.1539613971131871,0.1503207886453227,0.1203478286630668,0.0921606186961775,68.32959374,banana
24,0.0899053641175438,0.1042456062654496,0.1687581811079978,0.1668194515310122,0.1255651922838407,0.0959847661312818,54.51767387666666,banana
25,0.0958640075503744,0.0890920776813379,0.1500280968711232,0.1439880280114033,0.1224347888503162,0.0978967564432192,72.63928697666667,banana
26,0.0842972256110085,0.0896146575303355,0.1526503086642857,0.145987821339228,0.1111304641579566,0.0822179187705211,61.189856405,banana
27,0.0988433441882426,0.1058132171087606,0.1818692749691695,0.1804849745859451,0.1513043556441333,0.112428349885386,65.13233359333333,banana
28,0.121100600986878,0.1178314811050232,0.2122120114329062,0.2066494337066759,0.1603478375064308,0.1193116484573443,34.839382863333334,banana
29,0.0811426514314455,0.090920956998534,0.142161461491636,0.1393217150959236,0.1081739065198953,0.0875716417740524,79.25833077666667,banana
30,0.0899053641175438,0.0958850580023519,0.1498407785810747,0.1498208578338969,0.1139130286111563,0.088336554666688,69.28109059666667,banana
31,0.1011216411306146,0.1400391726815796,0.300430795426984,0.2821431561181919,0.2102608888155545,0.1273422746654486,19.58267273333333,banana
32,0.0748335030723196,0.0859568988959433,0.1442217533100124,0.1378218525795249,0.105391305219346,0.078776269484542,62.72111009,banana
33,0.0890290868803529,0.1000653106832872,0.1666978892896214,0.1593200688668971,0.1278261088086021,0.0913957892091567,66.17525484666668,banana
34,0.0878023345597723,0.1060744855826457,0.17737401985696,0.1718190399737556,0.1353043521067877,0.0994263320116462,59.75294459666667,banana
35,0.0998948589671283,0.1612018332638226,0.3309608501807692,0.3211398969141055,0.2401738988556466,0.1567877094820632,14.063178576666669,banana
36,0.0976165620247564,0.1165251387355974,0.220265965102442,0.2114823668652572,0.158086957829019,0.1059273826513235,29.85792208,banana
37,0.0890290868803529,0.090920956998534,0.1595804223842495,0.1528205828666944,0.1163478277787305,0.0887189694101984,54.23312159666667,banana
38,0.087276532405971,0.0872632412653691,0.1391646131183765,0.1349887477898289,0.1071304264262706,0.0826004169196463,86.98168556666667,banana
39,0.1053277300890633,0.097713937319548,0.1695073844774727,0.1621531736565932,0.1314782707126137,0.0963670974691775,60.984859273333335,banana
40,0.0927094035279059,0.0930111047896152,0.1500280968711232,0.1466544424758766,0.1215651913995043,0.0929254481831984,84.40628610666666,banana
41,0.0846477603802093,0.0856956304220581,0.1401011347779,0.133988816084856,0.10852174550022,0.078776269484542,66.09468455666666,banana
42,0.0998948589671283,0.0987589683138614,0.1642629608911479,0.1591533785416744,0.1276521893184397,0.0940726924137297,60.77093364,banana
43,0.0970907897138607,0.0971913574705505,0.1633264741269839,0.1576535160252757,0.1278261088086021,0.0940726924137297,62.19241077666667,banana
44,0.0951629976977839,0.0917047624201895,0.1556471221421856,0.1486542708447618,0.1163478277787305,0.085659651462115,61.22425628666667,banana
45,0.0886785819540576,0.103200532369909,0.1874883002402318,0.1801516640176209,0.142608675914811,0.0990439172681358,50.78032743,banana
46,0.0900806315021442,0.0984977427412035,0.1577074488559216,0.1539871698558295,0.1194782680596045,0.088336554666688,68.27303922666667,banana
47,0.1069050171788447,0.1165251387355974,0.2481738080630648,0.228980926414859,0.1768695626669139,0.1105162761678339,31.0638938,banana
48,0.1011216411306146,0.1374265308439552,0.2914403200979247,0.279476706612658,0.2151304134560036,0.1357552322114485,16.75881414666667,banana
49,0.0883280770277624,0.0987589683138614,0.1743772063790601,0.1658195198260393,0.1328695897865632,0.0929254481831984,67.45947513333333,banana
50,0.0871012948642761,0.0969301318978925,0.1665106058949324,0.1601533452877079,0.1259130312641655,0.092543033439688,69.69720905666667,banana
51,0.105853502399959,0.1131286914763176,0.1818692749691695,0.1798183184082359,0.13617391271025,0.1017208204727088,59.84200325333334,banana
52,0.1011216411306146,0.1071195165769591,0.1887993886891333,0.1814848712498575,0.1450434750823851,0.1055449679078131,52.92600818666667,banana
53,0.0858745127007899,0.0958850580023519,0.1513391853200247,0.1476543391397889,0.1121739074042317,0.088336554666688,72.59048674333333,banana
54,0.0895548591912486,0.1162638702617122,0.1981644308075705,0.1913173928511821,0.1478260763829344,0.1078393729632609,59.84593304999999,banana
55,0.0832457108321227,0.112083617580777,0.2050945794228939,0.1961502909687027,0.1572173972255567,0.112428349885386,48.69594051666667,banana
56,0.1018226509832051,0.1204441658438747,0.2286944855613557,0.2189817495293722,0.1688695608982411,0.1135755107103026,33.77004393666667,banana
57,0.0893796216495537,0.1008491161049426,0.2071549061366298,0.1934839115452901,0.1511304361539709,0.0982791711867297,37.870739506666666,banana
58,0.0902558690438391,0.0898758831029934,0.1483424067374843,0.1406549223281603,0.1149565455521306,0.0871893104361567,88.93881304499999,banana
59,0.1114616110635887,0.1011103845788278,0.1691327827927352,0.1638196914571541,0.138782594520637,0.1013384057291984,74.72276060333333,banana
60,0.1100595913584077,0.1139124968979731,0.2084660294808908,0.1983168096628107,0.1546087154151698,0.1059273826513235,39.87457970666667,banana
61,0.0907816115118292,0.1131286914763176,0.2030342527091579,0.1981501543786485,0.154260876434845,0.1120458517362609,62.61077550666666,banana
62,0.0885033145694572,0.0922272993679598,0.1445963898901094,0.140821612653383,0.1139130286111563,0.0868068956926463,76.49003639000001,banana
63,0.0800911366525597,0.0856956304220581,0.1367297196152626,0.1318223324318086,0.1019130628054967,0.0791586842280524,80.38844010666668,banana
64,0.0842972256110085,0.1128674230024325,0.20265968591978,0.1973168779578378,0.1466086767991473,0.1001912449042818,45.23548136,banana
65,0.0993690866562326,0.1079033219986145,0.2013485625755189,0.1926506351244793,0.1443478339690852,0.1013384057291984,35.15257362333333,banana
66,0.0946372253868882,0.0995427737355168,0.1844914867623319,0.1743187991540667,0.142608675914811,0.0994263320116462,60.34289217333333,banana
67,0.1033999082300809,0.1238406560043817,0.2474246046935898,0.2384801024067987,0.1805217245709255,0.1212237221748964,23.374343133333337,banana
68,0.0890290868803529,0.1128674230024325,0.2236373802650794,0.2138155058024667,0.1565217192649071,0.1047800550151775,34.65375963666666,banana
69,0.0998948589671283,0.1225342707337287,0.2273834320078138,0.2203149567616089,0.1756521999304764,0.1216061369184069,40.008258866666665,banana
70,0.0694006319503847,0.0799477239965848,0.1254916690731378,0.1213232247348959,0.093739104699312,0.0757170349420733,76.83541062333335,banana
71,0.0814931563577408,0.0927498363157301,0.179247063176007,0.1669861068151744,0.1271304676953022,0.088336554666688,43.468993106666666,banana
72,0.0739572258351287,0.0867407043175988,0.1648248808659339,0.1544871006672553,0.1173913078723551,0.0799235137150733,53.81312395333333,banana
73,0.1296880462883759,0.160156759368282,0.3204720030081195,0.3086409608483076,0.2415652179295961,0.1583173684561049,18.29577232333333,banana
74,0.109533819047512,0.1042456062654496,0.1736280379049447,0.1686525895746747,0.1382608728974994,0.1040153089337714,65.58020953666666,banana
75,0.0902558690438391,0.1005878476310575,0.1887993886891333,0.1788184217443236,0.1347826304836502,0.0929254481831984,53.27529650333333,banana
76,0.0900806315021442,0.0945787156329261,0.1417868249115389,0.1396550256642479,0.1130435048550436,0.0898661302351149,94.83343629333336,banana
77,0.0916579185919257,0.1065969796291888,0.1676344109491448,0.1664861059216273,0.1274782329809277,0.0978967564432192,84.81172337333332,banana
78,0.0869260274796757,0.0898758831029934,0.1303614909747252,0.1294891934945991,0.1013913043350096,0.0810707579456046,84.93345594333333,banana
79,0.0856992751590951,0.0815153348398957,0.1290503676304643,0.1243229848087541,0.1026087039187967,0.0799235137150733,89.76101011666667,banana
80,0.0958640075503744,0.1065969796291888,0.2157707448855921,0.2033163981055541,0.1582608773191814,0.1043977236772818,35.201312550000004,banana
81,0.0736067209088334,0.0841280195787472,0.1470312833932233,0.1364886453472882,0.1088695476331952,0.0791586842280524,69.83625474333333,banana
82,0.1032246706883861,0.1193990919483341,0.2363738724415136,0.2214815437507439,0.1655652379745542,0.1093690319373026,32.35082408,banana
83,0.0900806315021442,0.0924885678418449,0.1438471865206345,0.147154408328363,0.1147825892146186,0.0910133744656462,69.93237289333334,banana
84,0.084998235463599,0.0906596885246488,0.1633264741269839,0.1541538251399916,0.1278261088086021,0.0871893104361567,66.099962275,banana
85,0.087276532405971,0.0984977427412035,0.1841168501822348,0.1758186967115261,0.1368695906708996,0.0948374384951358,44.150060126666666,banana
86,0.0734314833671386,0.0796864555226996,0.1477804867626983,0.1424881304539439,0.1120000247614189,0.0837476611501776,76.00495940666666,banana
87,0.079565364341664,0.0843892880526324,0.1275519957868738,0.12482291562018,0.0961739038668861,0.0780115234031359,68.17124173999999,banana
88,0.0928846709125063,0.1000653106832872,0.1672598092644073,0.1631530703205055,0.1212173892665291,0.0936901942646045,45.19976421333333,banana
89,0.1041009479255771,0.1026779954221387,0.1614534657032965,0.1586534477302486,0.1288695889022268,0.0940726924137297,74.04760557333334,banana
90,0.0913074136656305,0.0924885678418449,0.140663054752686,0.1388217842844978,0.1116521857810941,0.0852772367186046,80.86857340333334,banana
91,0.0972660272555555,0.114173722470631,0.2122120114329062,0.2046496053377907,0.1486956369863967,0.1024856499597296,40.86577853333333,banana
92,0.1051524627044628,0.112083617580777,0.1970406257533581,0.1889842188729119,0.1469565526268217,0.1051624697586879,50.74106089,banana
93,0.1032246706883861,0.1214892397394153,0.2380595625751526,0.2273144086142981,0.1685217587652659,0.1128106812232817,29.166577853333333,banana
94,0.0909568788964296,0.0883082722596825,0.1474058850779608,0.1406549223281603,0.1144347870816435,0.0826004169196463,71.32840850999999,banana
95,0.1000700965088232,0.1034618008437942,0.1762502496981071,0.168319314047411,0.1349565131264629,0.0971319269561984,64.42228824,banana
96,0.0914826512073253,0.0961463264762371,0.1728788345354697,0.1641530020254784,0.1245217490375656,0.0902485449786254,51.63575802,banana
97,0.0993690866562326,0.0961463264762371,0.1415995415168499,0.141488198748971,0.1132173874978564,0.0917782039526671,75.03223063,banana
98,0.0935857106080025,0.0995427737355168,0.1747518080637976,0.1666527612057895,0.1274782329809277,0.0917782039526671,53.70750984333333,banana
99,0.0860497800853904,0.0906596885246488,0.1490916101069593,0.1436546824020184,0.1106087056874694,0.0860420662056254,61.03652197,banana
100,0.0988433441882426,0.1084258589463848,0.1874883002402318,0.1823181476706682,0.1384347923876618,0.1009559909856879,48.63075931333333,banana
1,0.1056782350153585,0.1212279712655302,0.1919835204570817,0.1903174611462092,0.1610434786197307,0.1154875844278548,41.448511,jasmine
2,0.1377497491218837,0.1180927495789083,0.1487169735268622,0.1564869640772012,0.1556521586614448,0.1449330192444694,50.44354216,jasmine
3,0.1258324622562224,0.1256694924203505,0.1781232581217946,0.1821514923865061,0.1516521946244581,0.1254302009478964,45.294102943333336,jasmine
4,0.1582544514461372,0.1470934214764787,0.2354373507819901,0.2294808572262849,0.206956529044518,0.1632886767161258,34.36069416,jasmine
5,0.0899053641175438,0.0945787156329261,0.161078864018559,0.1454878905278021,0.1356521542397629,0.0948374384951358,53.19928949333333,jasmine
6,0.1615842930103005,0.1583278800510859,0.3056752190133089,0.2781434643393609,0.2834782674700469,0.1881453014218447,17.414988250000004,jasmine
7,0.1570276991255566,0.1578053860045428,0.2976212653437731,0.2856428820445365,0.2509565387722183,0.1621414324855944,23.053871243333333,jasmine
8,0.0723799685882528,0.0961463264762371,0.1494662117916968,0.1428214410222683,0.1151304281949434,0.0845124906371984,50.93254737666666,jasmine
9,0.1712232530906842,0.1857609411053453,0.3300243285212457,0.3251395886929365,0.2803478271891729,0.1946462686559072,26.65527811333333,jasmine
10,0.1195232840541909,0.1081645904724997,0.1509646185306467,0.1474877188966873,0.1365217148432252,0.116634828658386,42.2244009,jasmine
11,0.1545741347985841,0.1397779471089217,0.1962914223838831,0.197983534135547,0.1747826024796645,0.1395793796465528,57.26818357,jasmine
12,0.1196985514387913,0.1272371032636615,0.1904851137181318,0.1849845971762021,0.1532173963412203,0.1227533811489381,39.30709642666667,jasmine
13,0.1473887092022673,0.1525800165268397,0.2577261684715506,0.2534788677350288,0.2104347714583672,0.1606118569171675,29.18027555666667,jasmine
14,0.1277602542722991,0.1178314811050232,0.2019104476549454,0.1914840481353442,0.1666086812208293,0.1212237221748964,43.79310242,jasmine
15,0.1314405709198522,0.1186152865266786,0.1914216004822957,0.1903174611462092,0.1706087189525153,0.1242829567173651,41.10274457,jasmine
16,0.1342446401731199,0.1217504653120732,0.1691327827927352,0.1829847688073169,0.1535652353215451,0.1422561994455111,50.65443399333333,jasmine
17,0.09113214628103,0.0922272993679598,0.1818692749691695,0.1664861059216273,0.1443478339690852,0.0894837988972193,47.105301296666674,jasmine
18,0.1230283930029547,0.1115610806330067,0.1696947027675213,0.1604866208149716,0.1439999949887604,0.1196940632008547,50.46397711666666,jasmine
19,0.1293375413620806,0.1416067835248905,0.1929200072212457,0.2091492279280476,0.1507825971736461,0.1403442091335737,41.81804720666667,jasmine
20,0.1282860265831948,0.1243631500509248,0.220827885077228,0.2174818870129734,0.1857391618863986,0.1399617109844485,32.43975855,jasmine
21,0.121100600986878,0.1178314811050232,0.1878628670296098,0.1833180443345805,0.1645217210335799,0.1154875844278548,47.88150400999999,jasmine
22,0.1671924016739303,0.1593729968478537,0.2910657533085468,0.2951420580364762,0.2506086629445439,0.1862333111099072,23.63005981333333,jasmine
23,0.1158429674066379,0.1131286914763176,0.1869264151608054,0.1758186967115261,0.1469565526268217,0.1055449679078131,51.29887372,jasmine
24,0.1142656803168564,0.1269758347897763,0.2155834614909031,0.2089826076849461,0.1688695608982411,0.1300191778700216,35.226142589999995,jasmine
25,0.108657541810321,0.1081645904724997,0.1640756774964589,0.162653104468019,0.1313043512224513,0.1108986909113443,41.14823041,jasmine
26,0.1342446401731199,0.1170476756833677,0.1758756131180101,0.1718190399737556,0.1582608773191814,0.1254302009478964,54.829151243333335,jasmine
27,0.0828952059058274,0.0864794358437136,0.1346693929015266,0.1358220242106396,0.1041739056355589,0.0860420662056254,51.49421926666667,jasmine
28,0.1522958378562122,0.1452645421592827,0.2316912990392557,0.2319806514476566,0.1986087251428701,0.1514340698841466,37.71789394,jasmine
29,0.0765860575467015,0.0862181673698285,0.1543360336932842,0.1394884054211464,0.1220869867173411,0.0780115234031359,48.11233092,jasmine
30,0.1398527786796552,0.1345525776312186,0.2020978008403535,0.2048162606219529,0.1765217605339387,0.1456978487314902,45.65954115666667,jasmine
31,0.0893796216495537,0.0828217201105487,0.1453455932595844,0.1294891934945991,0.1132173874978564,0.085659651462115,52.45372190999999,jasmine
32,0.1012968786723094,0.1068582910043011,0.1689454993980463,0.1659861751102015,0.1359999932200876,0.1089866171937922,50.8899295,jasmine
33,0.1053277300890633,0.1146963023196286,0.1674470926590963,0.1574868607411135,0.1295652300155267,0.1120458517362609,51.61277027333333,jasmine
34,0.1239046403972401,0.1241018815770396,0.2189548766535406,0.2128156091385544,0.1784348012310257,0.1284894354903651,38.73607476,jasmine
35,0.081843661284036,0.1081645904724997,0.1483424067374843,0.1551537568449646,0.1194782680596045,0.088336554666688,46.43058326333334,jasmine
36,0.0920083936753154,0.1003265791571723,0.1867390968707568,0.1731522121649317,0.1606956396394059,0.0944551071572401,40.69285327,jasmine
37,0.1063792448679491,0.1092096643680403,0.1756883297233211,0.1709857635529448,0.1474782742499593,0.1162523305092609,51.029358736666666,jasmine
38,0.121100600986878,0.1199216288961044,0.1494662117916968,0.155653722697451,0.1394782724812865,0.1311663386949381,54.072536213333336,jasmine
39,0.1473887092022673,0.1311561303719388,0.2168945499398046,0.2159820244965747,0.1960000064851335,0.1529636454525736,51.76580604,jasmine
40,0.1232036603875551,0.120966702791645,0.1741899229843712,0.1736521780174181,0.1544347590776578,0.1170171599962817,51.44147194333333,jasmine
41,0.1529968178658971,0.1371652623700701,0.1916089187723442,0.1981501543786485,0.1794782813246504,0.1449330192444694,57.36441174666667,jasmine
42,0.1279355216568996,0.1604180278421671,0.2757070493389501,0.2786434301918473,0.2259130533725753,0.1648183356901675,22.2417376,jasmine
43,0.1423063430066276,0.1455258106331678,0.1953549356197191,0.2119823327177436,0.1761739215536139,0.1567877094820632,45.81408282333334,jasmine
44,0.1083070368840258,0.1355976515267592,0.2273834320078138,0.222648130739879,0.1728695617825774,0.1391968814974277,30.535574893333333,jasmine
45,0.1419558082374268,0.1355976515267592,0.2127739314076922,0.2149820927916018,0.1893913237904102,0.1479923371925528,44.80697146,jasmine
46,0.0765860575467015,0.0864794358437136,0.120809165461599,0.1204899833551458,0.1043478251257213,0.0818355040270107,65.02010013,jasmine
47,0.1423063430066276,0.1303723249502833,0.1994755541518315,0.197983534135547,0.1779130427605385,0.1326959976689798,42.24998389,jasmine
48,0.1011216411306146,0.1162638702617122,0.1612661474132479,0.1649862434052286,0.122782627830641,0.1005736596477922,54.79878019,jasmine
49,0.0816683938994356,0.0924885678418449,0.1556471221421856,0.1433213718336941,0.1166956667590552,0.1017208204727088,47.18233162666667,jasmine
50,0.0746582655306248,0.0896146575303355,0.1322344993984127,0.1356553338854169,0.098782585677273,0.0806883432020941,59.67609189333333,jasmine
51,0.1051524627044628,0.1050294116871051,0.1672598092644073,0.1583201371619243,0.1436521560084356,0.1128106812232817,45.98390512,jasmine
52,0.1449351747182005,0.1416067835248905,0.2197040800230155,0.2196483706660209,0.1840000038321243,0.1499044109101049,48.34041954666666,jasmine
53,0.1291622739774802,0.1227955392076139,0.1837422833928569,0.173985523626803,0.156173917131932,0.1219884682563026,50.82540379,jasmine
54,0.1193480465124961,0.1123448860546622,0.1784978249111725,0.171152418837107,0.1433043170281109,0.112428349885386,65.29704400666667,jasmine
55,0.1514195606190212,0.1389941416872662,0.2691515373037239,0.2636446999046778,0.2335652161609233,0.156022963400657,23.87457813333333,jasmine
56,0.1375744817372832,0.1259307608942357,0.1991009873624536,0.1969835673895135,0.1808695635512503,0.1414913699584902,50.98832693000001,jasmine
57,0.1212758683714784,0.1225342707337287,0.1620153507827229,0.1719856602168572,0.1286956325647148,0.1307839239514277,51.86043086,jasmine
58,0.1345951749423207,0.1225342707337287,0.1843041684722834,0.1864844596926008,0.1568695582452319,0.1365200616984694,50.6174373,jasmine
59,0.1272344819614035,0.1233180761553842,0.1798089482554335,0.178151800607675,0.1610434786197307,0.1300191778700216,57.16090479666667,jasmine
60,0.0944619580022878,0.0969301318978925,0.1530249103490232,0.1593200688668971,0.1212173892665291,0.0982791711867297,51.60496097666667,jasmine
61,0.105853502399959,0.0898758831029934,0.1352313128763126,0.1254895367568286,0.1203478286630668,0.0967495122126879,58.55616703333334,jasmine
62,0.1345951749423207,0.1329849667879077,0.2301929271956653,0.2158153341713519,0.1885217631869479,0.1380497206725111,40.40203878333333,jasmine
63,0.0837714533001128,0.0906596885246488,0.1410376215420639,0.1404882670439981,0.10921738661352,0.0917782039526671,50.94486021666668,jasmine
64,0.1240799077818405,0.1188765550005638,0.176624816487485,0.1766519380912763,0.1606956396394059,0.1326959976689798,43.41053185666667,jasmine
65,0.1177707594227146,0.1112998121591216,0.1676344109491448,0.1581534818777621,0.14469567294941,0.120841307431386,57.22440719333334,jasmine
