,Leaf No.,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
12351,50,1,64,50,0.1666666666666666,0.1060183073997041,0.1422518751294708,0.0952762574334969,0.152582640142422,0.2344823625237568,0.0907093576260968,0.0940230022048745,0.1644041239285291,0.0876726271715746,0.1332191122222416,0.1483893805309734,0.4669247311827956,0.3999858286686034,0.3511269276393832,0.3938007637583112,0.2916582440536352,0.3333074171979474,b'White IR',12.5 mA,b'OK Read',9:32:24,18.61879543666667,15.265319533333331,3.3534759063333333,1.6119429413333333,1.3216472546666669,0.290295686
12603,51,1,64,50,0.1666666666666666,0.0927604577962161,0.124307697118222,0.0887648328430792,0.1356793270930643,0.2213247425910068,0.1526291111259963,0.1762111912281747,0.2680981473922604,0.1711813828679821,0.1624154268431266,0.2492743362831858,0.4824946236559139,0.4060795011691349,0.3848225449648937,0.4181285982902669,0.3223839363924264,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',9:46:24,8.200334818,6.836217019,1.364117799666667,0.714189334,0.5968539110000001,0.117335423
12855,52,1,64,50,0.1666666666666666,0.0866431614187678,0.1099515729981356,0.0855045671041008,0.1281674327434232,0.2064806499446544,0.097193382008172,0.0990048268875514,0.1519612361251925,0.0897776955284647,0.1186209549117991,0.1483893805309734,0.4824946236559139,0.4303124778572946,0.3511269276393832,0.400430340977378,0.3070210902230308,0.3409267610013994,b'White IR',12.5 mA,b'OK Read',10:01:12,26.54998939,21.556398105,4.9935912855,1.8777225185,1.5243221595,0.3534003585
13107,53,1,64,50,0.1538253582049202,0.0988777541736644,0.1442100614034059,0.0773630096441939,0.1197188777440745,0.2152523965664877,0.1497488110389175,0.1344973481914069,0.133859796963672,0.0981285710981054,0.1076592248116225,0.1987964601769911,0.4786236559139785,0.4364061503578261,0.3595588471033311,0.4137088801442223,0.3618354558318173,0.3939511740009329,b'White IR',12.5 mA,b'OK Read',10:15:30,32.63734251333333,26.42514599,6.212196521333333,2.0979592093333337,1.6986574023333334,0.3993018073333333
13359,54,1,64,50,0.1666666666666666,0.1100890900799697,0.1582378668667847,0.0855045671041008,0.1319264814435739,0.2267235437856352,0.1648603389376381,0.155044395447232,0.1583703108746889,0.1210761294501376,0.1076592248116225,0.2047433628318584,0.4669247311827956,0.4242188053567633,0.3736013593664839,0.4269874193110667,0.3771983020012128,0.4091121132016794,b'White IR',12.5 mA,b'OK Read',10:30:53,35.641913653333326,28.643823536666662,6.998090118,2.314729379,1.8603096286666665,0.4544197503333333
13611,55,1,64,50,0.1409840497431738,0.1253823310235905,0.1895610301388709,0.0903949657125684,0.1539907326423135,0.2311094170965518,0.1267064103422868,0.1207913711936118,0.1414012403386572,0.0981285710981054,0.1259112921554572,0.1750796460176991,0.4357849462365591,0.381846524480975,0.3595588471033311,0.4114990210712002,0.3377130921096961,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:45:58,30.05557363,24.14840175,5.907171881666667,2.222770464,1.7860449796666666,0.4367254839999999
13863,56,1,64,50,0.1795079751284131,0.089701809607492,0.120391324570352,0.0912054787035434,0.1445993139425969,0.2405547085482759,0.0770312813986201,0.079077528156844,0.2198342265000592,0.0876726271715746,0.1569258203814752,0.1305486725663716,0.5097204301075269,0.4364061503578261,0.3314738225770254,0.3539845309864888,0.2478269658378815,0.2954439433991603,b'White IR',12.5 mA,b'OK Read',10:59:26,9.583878396333333,7.896416810000001,1.6874615863333335,0.8741423393333334,0.7201794786666668,0.1539628606666666
14115,57,1,64,50,0.1538253582049202,0.0958191059849403,0.1360529062063951,0.0757328767747047,0.1215984020941498,0.2223324491969674,0.1108714582356487,0.1052261486204636,0.1406474251780847,0.085590691433991,0.1113131348450147,0.1572389380530973,0.4669247311827956,0.4121023170126833,0.353916193773845,0.4048694438521333,0.320194057004245,0.3560877002021458,b'White IR',12.5 mA,b'OK Read',9:41:24,24.43857647,20.074630006666663,4.363946460666667,2.017985647333333,1.6568969733333334,0.3610886743333333
14367,58,1,64,50,0.2435793457691268,0.10295965921098,0.1154978131632329,0.1188904168222426,0.1629107194918461,0.2618105302729684,0.1432647866568424,0.1787021035695131,0.379336906000237,0.2045848851465451,0.3394115281735695,0.2789380530973451,0.4863655913978494,0.4364061503578261,0.4072969766919945,0.4203578420919999,0.3355232127215147,0.4014927693982273,b'White IR',12.5 mA,b'OK Read',9:55:51,2.725630929,2.535042009333333,0.1905889196666666,0.1997687426666667,0.1857321693333333,0.0140365733333333
14619,59,1,64,50,0.1666666666666666,0.1141709951172852,0.1686776184390011,0.0952762574334969,0.1586864419921717,0.2685564211273782,0.1447116350726773,0.146951909898099,0.1941946357328136,0.1200351615813458,0.1295652021888494,0.207716814159292,0.4863655913978494,0.4181959895132148,0.367990766567279,0.4092891619981779,0.3333333333333333,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',10:09:09,14.29965182,11.819307883333332,2.480343936,1.117823199,0.9235004836666666,0.1943227153333333
14871,60,1,64,50,0.1538253582049202,0.0886896751159505,0.1249604258762004,0.0716620980447512,0.1098622302448344,0.1983824481527119,0.1022305579744122,0.0952624992551099,0.1187769102137016,0.0782807837331421,0.1040053147782303,0.1483893805309734,0.4708387096774193,0.4242188053567633,0.3455163348401783,0.3960106228313335,0.3114008489993936,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:22:45,30.57870521,25.12480567333333,5.453899538666666,2.500055852,2.054086933333333,0.4459689186666666
15123,61,1,64,50,0.1795079751284131,0.1121356037771524,0.1562796805928497,0.1017876820239146,0.1582150101419878,0.2614711472191474,0.1295867104293656,0.146951909898099,0.2236065940721819,0.1356959448518356,0.1532893931712093,0.207716814159292,0.4824946236559139,0.4181959895132148,0.3707800327017409,0.4070793029251556,0.3157806077757563,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',10:37:19,16.564180676666666,13.594561156666666,2.969619517,1.395770278,1.145526904,0.2502433743333333
15375,62,1,64,50,0.1795079751284131,0.1019364023623886,0.1393126414408498,0.0895753458340542,0.1530540719926059,0.2506735448298907,0.1216692343760466,0.1307550205589654,0.2062589700712339,0.1158712901061787,0.1478172695326841,0.1928495575221238,0.4786236559139785,0.4181959895132148,0.3567375204385881,0.3915909046852889,0.3048312108348494,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:49:56,12.429251843333333,10.349291457,2.079960387333333,1.125132889,0.936631111,0.1885017776666666
15627,63,1,64,50,0.1666666666666666,0.0968423628335316,0.1435573326454275,0.0814337883741473,0.13145504959339,0.2395417806645642,0.1497488110389175,0.1388594243489661,0.1515826826602762,0.1043743783108561,0.1186209549117991,0.1958230088495575,0.4786236559139785,0.4242188053567633,0.362348113237793,0.4114990210712002,0.3486961795027289,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',11:03:08,23.69654728,19.33047873,4.366068551333334,1.7648840513333333,1.4398277146666667,0.3250563366666666
15879,64,1,64,50,0.1666666666666666,0.0683023946434728,0.0734104882176596,0.0765433897656797,0.1056317496944997,0.1825254276226478,0.0885524817469354,0.0853107681306239,0.1229245394814805,0.0782807837331421,0.1076592248116225,0.1335221238938053,0.5136344086021506,0.4727556153900659,0.353916193773845,0.4048694438521333,0.2960716932821238,0.325765821800653,b'White IR',12.5 mA,b'OK Read',11:22:35,32.222201786666666,25.51881823333333,6.703383556333333,2.119941223333333,1.6788668816666668,0.4410743416666666
16131,65,1,64,50,0.1409840497431738,0.1009131455137972,0.153016036802958,0.0708424781662371,0.1150231683942162,0.1960172093314675,0.1108714582356487,0.0952624992551099,0.0980387638748074,0.0751578801267667,0.0967149775345723,0.1424424778761062,0.4241290322580645,0.3939630128250549,0.3483056009746401,0.4070793029251556,0.3399029714978775,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',9:29:14,44.22934772999999,34.831650593333336,9.397697138333331,4.139644079333333,3.258332172333333,0.8813119073333334
16347,66,1,64,50,0.1409840497431738,0.0947958491363489,0.1464926577786116,0.0667716994362836,0.1065746133948675,0.1909577911906601,0.1173554826177239,0.0990048268875514,0.0950235032325174,0.0761988479955585,0.0875889438626549,0.1454159292035398,0.4124731182795699,0.3939630128250549,0.3483056009746401,0.4092891619981779,0.3530759382790917,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',9:42:25,46.43683478,37.296913535,9.139921247,3.653488999,2.9343304915,0.7191585075
16563,67,1,64,50,0.1409840497431738,0.1019364023623886,0.154974223076893,0.0724726110357263,0.118310785244183,0.2085012844343267,0.131743586308527,0.1120791371193611,0.1127463889291216,0.0824677878276157,0.0912428538960471,0.1661592920353982,0.4513548387096774,0.4181959895132148,0.365169439902536,0.4269874193110667,0.3750084226130314,0.3939511740009329,b'White IR',12.5 mA,b'OK Read',9:57:50,38.5316278,31.07725668666667,7.454371114333334,2.558221283,2.063333626,0.4948876563333333
16779,68,1,64,50,0.1409840497431738,0.1172296433060094,0.1794456886679252,0.0741027439052155,0.1262941114440081,0.207488356550615,0.1173554826177239,0.0983850783624337,0.0976635021791512,0.0751578801267667,0.0985331911397052,0.1543362831858407,0.420258064516129,0.3878693403245234,0.3483056009746401,0.4048694438521333,0.3486961795027289,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:10:50,41.83511982,33.479756040000005,8.355363781000001,3.4825955,2.7870240326666664,0.695571467
16995,69,1,64,50,0.1409840497431738,0.0662558809462901,0.0825447822739193,0.0635205405848443,0.0821594059958687,0.1447390405380004,0.0813584299015339,0.0747154519992849,0.0867282446969597,0.066807004557126,0.0875889438626549,0.1157522123893805,0.420258064516129,0.4060795011691349,0.3286524959122823,0.3871711865392443,0.3004514520584866,0.3333074171979474,b'White IR',12.5 mA,b'OK Read',10:25:17,47.82949863666666,38.385870016666665,9.443628618333332,4.022509349333333,3.2282317933333338,0.7942775563333333
17211,70,1,64,50,0.1281427412814274,0.1121356037771524,0.1781402311519685,0.0724726110357263,0.120655538393782,0.1963565923852885,0.1382276106906022,0.108968476252905,0.0904973204998222,0.0793217516019338,0.1149670448784069,0.1661592920353982,0.392989247311828,0.369730036136895,0.3567375204385881,0.4181285982902669,0.3991307863351526,0.3939511740009329,b'White IR',12.5 mA,b'OK Read',10:40:26,55.10028373333333,43.707893393333336,11.39239034,3.623534896,2.874451678,0.7490832176666666
17427,71,1,64,50,0.1281427412814274,0.1100890900799697,0.1690059370957088,0.070031965175262,0.1173679215438152,0.1933178087341534,0.1036774063902471,0.0871700137059769,0.0840882457503258,0.0688889402947095,0.085770730257522,0.1364955752212389,0.4124731182795699,0.3999858286686034,0.3595588471033311,0.4247775602380445,0.3640253352199987,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',11:03:38,51.70545849,41.370469925,10.334988565,3.7016686795,2.9619183975,0.7397502819999999
17643,72,1,64,50,0.1409840497431738,0.1090769555884283,0.1650895645478387,0.0724726110357263,0.118310785244183,0.2004030826423842,0.1367941590193583,0.1102079733031404,0.0957773183930899,0.0814268199588239,0.1003688875679644,0.1631858407079646,0.4241290322580645,0.4121023170126833,0.3763906255009458,0.440265958477911,0.4078903038878782,0.3939511740009329,b'White IR',12.5 mA,b'OK Read',12:12:21,62.56345445333333,49.77774005333333,12.785714399999998,3.875767008,3.083540941666667,0.7922260663333334
17859,73,1,64,50,0.1281427412814274,0.1141709951172852,0.1787929599099468,0.0708424781662371,0.1197188777440745,0.2007424656962051,0.1022305579744122,0.0846791013646385,0.0867282446969597,0.0678479724259178,0.0930610675011801,0.1335221238938053,0.4085591397849462,0.3939630128250549,0.3483056009746401,0.4070793029251556,0.3530759382790917,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',12:24:13,54.4024687,42.656200045000006,11.746268655,4.102862167,3.217004462,0.8858577055
18075,74,1,64,50,0.1281427412814274,0.1243590741749991,0.1895610301388709,0.0741027439052155,0.1286388645936071,0.2081671226582569,0.1202357827048027,0.0971336630713306,0.0840882457503258,0.0741169122579749,0.1021871011730974,0.1513628318584071,0.3969032258064516,0.369730036136895,0.3342630887114872,0.3938007637583112,0.3662489050603059,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',12:38:21,51.221634323333326,40.798945243333335,10.422689083333331,3.954586471666667,3.149968694,0.804617778
18291,75,1,64,50,0.1409840497431738,0.0886896751159505,0.1220211921875793,0.0643310535758193,0.0990627190452264,0.1562101877571479,0.1360707348114408,0.1039866515702282,0.0795620630176307,0.0741169122579749,0.0748090001573454,0.1572389380530973,0.3891182795698925,0.3878693403245234,0.3426950081754352,0.4048694438521333,0.3881476989421198,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',9:28:17,49.08002853,44.060547265,5.019481267,3.5238579215,3.1534905975000003,0.370367324
18507,76,1,64,50,0.1281427412814274,0.0978544973250731,0.1373583637223518,0.0732922309142404,0.1131436440441409,0.178473716087801,0.1007971063031683,0.0890411775221977,0.0912511356603947,0.0741169122579749,0.0912428538960471,0.1364955752212389,0.4046881720430107,0.381846524480975,0.3286524959122823,0.3827320836644891,0.3223839363924264,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',9:38:39,42.138644846666665,34.346644346666665,7.792000502666667,3.7334734143333335,3.0419350706666664,0.6915383433333334
18723,77,1,64,50,0.1409840497431738,0.0733964341723298,0.1047297429343089,0.0643310535758193,0.086855115345727,0.1632954616653787,0.0791881572777815,0.0728562064239318,0.0863496912320433,0.0657660366883342,0.0766446965856046,0.1098053097345132,0.4085591397849462,0.3939630128250549,0.3314738225770254,0.3915909046852889,0.3004514520584866,0.3333074171979474,b'White IR',12.5 mA,b'OK Read',9:54:23,51.67352338,41.83316121,9.840362170333334,3.7159366656666655,3.0089510139999995,0.7069856519999999
18939,78,1,64,50,0.1154366044876993,0.1172296433060094,0.1830337425590875,0.0749223637837296,0.1272307720937157,0.195009502725507,0.1072677339406524,0.0896609260473154,0.0825806154291808,0.0709708760322931,0.1149670448784069,0.1394690265486725,0.365763440860215,0.3454262027917523,0.3398736815106922,0.3982204819043557,0.3640253352199987,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:07:19,56.69399447999999,45.44878923,11.245205253333332,4.333457171,3.473774043333333,0.8596831276666667
19155,79,1,64,50,0.1281427412814274,0.089701809607492,0.1252848359774711,0.0667716994362836,0.1023503358951932,0.1697019694659677,0.1036774063902471,0.0890411775221977,0.0859744295363872,0.0709708760322931,0.085770730257522,0.1364955752212389,0.4163440860215053,0.3999858286686034,0.3426950081754352,0.402659584779111,0.3465063001145476,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:20:10,54.64510465333333,43.899744563333336,10.745360086666668,4.739399335333334,3.806473402,0.9329259336666668
19371,80,1,64,50,0.1281427412814274,0.1121356037771524,0.1725939909868711,0.0724726110357263,0.1211269702439659,0.1987166099287817,0.0856721816598566,0.0765866158155056,0.0855958760714709,0.0657660366883342,0.0930610675011801,0.1157522123893805,0.392989247311828,0.369730036136895,0.3230419031130775,0.3805222245914668,0.3070210902230308,0.3409267610013994,b'White IR',12.5 mA,b'OK Read',10:31:24,44.734561785,34.50986065,10.2247011405,4.0822514165,3.1546979165,0.9275535
19587,81,1,64,50,0.1281427412814274,0.089701809607492,0.1275674323526767,0.0643310535758193,0.1018789040450093,0.1632954616653787,0.1101480340277312,0.0890411775221977,0.0776758792315693,0.0688889402947095,0.0748090001573454,0.1364955752212389,0.392989247311828,0.381846524480975,0.3286524959122823,0.3871711865392443,0.3574556970554545,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',10:41:14,50.659245633333335,40.80449726333333,9.854748372333331,4.361709131333334,3.516600148,0.8451089829999999
19803,82,1,64,50,0.1281427412814274,0.0968423628335316,0.1425762852307415,0.0659611864453085,0.1089193665444665,0.1757743154904868,0.0907093576260968,0.0759668672903879,0.0754144337498518,0.0636841009507506,0.085770730257522,0.1187256637168141,0.3813333333333333,0.3636363636363637,0.3173992497835914,0.3738926473724,0.3157806077757563,0.3409267610013994,b'White IR',12.5 mA,b'OK Read',10:51:11,49.25679658333333,40.01370399333333,9.243092593,4.220262626,3.4283256566666664,0.7919369700000001
20019,83,1,64,50,0.1281427412814274,0.1009131455137972,0.154974223076893,0.0659611864453085,0.1093907983946504,0.1875848457634552,0.0813584299015339,0.0722245396579465,0.0837096922854095,0.0636841009507506,0.0821168202241297,0.1127787610619469,0.4085591397849462,0.3878693403245234,0.3370844153762303,0.3960106228313335,0.2982615726703052,0.325765821800653,b'White IR',12.5 mA,b'OK Read',12:26:16,47.694628755,37.688691615,10.0059371405,4.2141185415,3.3300314585,0.8840870835000001
20235,84,1,64,50,0.1281427412814274,0.0988777541736644,0.1536687655609363,0.0659611864453085,0.1023503358951932,0.1794866439715126,0.1058342822694085,0.0877897622310946,0.0818235084993482,0.0699299081635013,0.0894071574677879,0.1394690265486725,0.4085591397849462,0.3999858286686034,0.3426950081754352,0.402659584779111,0.3662489050603059,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',12:35:45,58.98609637333334,47.57689907666667,11.4091973,4.102078702,3.308589915666667,0.7934887856666667
20451,85,1,64,50,0.1281427412814274,0.1131477382686939,0.1719412622288928,0.0741027439052155,0.1192474458938906,0.1923101021281928,0.1087145823564873,0.0934032536797568,0.0908758739647385,0.0751578801267667,0.0948967639294393,0.1394690265486725,0.392989247311828,0.3757528519804435,0.3426950081754352,0.402659584779111,0.3420928508860589,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',9:35:26,61.19142675333333,47.78482940666667,13.406597346666668,4.950082761,3.866228080666667,1.0838546803333335
20667,86,1,64,50,0.1409840497431738,0.1121356037771524,0.1644368357898604,0.0732922309142404,0.1239431552437488,0.1987166099287817,0.1043874338535735,0.0896609260473154,0.091629689125311,0.0730759443891831,0.085770730257522,0.1364955752212389,0.4046881720430107,0.381846524480975,0.3511269276393832,0.4114990210712002,0.3420928508860589,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',9:50:43,56.753482196666674,45.184147196666665,11.569335,4.766573718,3.7948671593333336,0.971706559
20883,87,1,64,50,0.1281427412814274,0.1223236828348663,0.1856446575910009,0.0749223637837296,0.1248798158934564,0.1983824481527119,0.1252729586710429,0.1008759907037721,0.0871035063926159,0.0761988479955585,0.1058410112064896,0.1543362831858407,0.400774193548387,0.3757528519804435,0.3511269276393832,0.4114990210712002,0.3903712687824271,0.3864095786036386,b'White IR',12.5 mA,b'OK Read',10:08:38,55.07307381,43.42378785333333,11.649285956666668,4.194132628999999,3.305766531,0.8883660976666667
21099,88,1,64,50,0.1281427412814274,0.116206386457418,0.1761820448780335,0.0773630096441939,0.1281674327434232,0.1973695202690002,0.0993502578873333,0.0865502651808593,0.0923835042858835,0.0709708760322931,0.1149670448784069,0.1335221238938053,0.3735483870967742,0.3394033869482038,0.3258311692475393,0.3783123655184445,0.3179704871639377,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:19:04,44.86081283666667,35.792074383333336,9.068738456,4.276437512,3.411996511,0.8644410016666667
21315,89,1,64,50,0.1409840497431738,0.0958191059849403,0.1373583637223518,0.0708424781662371,0.1089193665444665,0.1774607882040893,0.1015071337664947,0.08842142899708,0.0912511356603947,0.0730759443891831,0.0894071574677879,0.1335221238938053,0.4163440860215053,0.4060795011691349,0.3567375204385881,0.4203578420919999,0.3552658176672731,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',10:32:40,66.96124118666667,52.90683077333333,14.054410416666668,5.119260108,4.044790393333333,1.074469715
21531,90,1,64,50,0.1281427412814274,0.1049950505511128,0.1575851381088063,0.0684018323057728,0.1107988908945419,0.1852248282199619,0.1137517583227275,0.0921518383886538,0.084463507445982,0.0720349765203914,0.0894071574677879,0.1454159292035398,0.4085591397849462,0.3939630128250549,0.3455163348401783,0.4070793029251556,0.3640253352199987,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:55:08,64.04693122,50.21255806333334,13.834373156666668,5.125990451666667,4.018774331333334,1.1072161196666668
21747,91,1,64,50,0.1281427412814274,0.0937837146448075,0.1373583637223518,0.0675913193147977,0.1051665208949761,0.1815124997389361,0.0712706812244624,0.0684941302663726,0.0871035063926159,0.0647250688195424,0.0894071574677879,0.103858407079646,0.420258064516129,0.3939630128250549,0.3117886569843865,0.3628239672785779,0.2719493295600027,0.3106048825999067,b'White IR',12.5 mA,b'OK Read',11:08:02,42.96799257999999,34.114651073333334,8.853341507333333,3.9790394943333336,3.159435109666666,0.819604385
21963,92,1,64,50,0.1154366044876993,0.1182417777975508,0.1725939909868711,0.0830639212436365,0.1375588514431397,0.1970301372151792,0.1137517583227275,0.0983850783624337,0.0950235032325174,0.0772398158643503,0.1149670448784069,0.1454159292035398,0.3852043010752688,0.3636363636363637,0.353916193773845,0.4092891619981779,0.3574556970554545,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',12:23:34,53.40243961666667,42.28767851,11.114761106666668,4.621729301333333,3.659991911,0.9617373906666667
22179,93,1,64,50,0.1281427412814274,0.1131477382686939,0.1709602148142068,0.0732922309142404,0.1215984020941498,0.1960172093314675,0.0741509813115413,0.0678743817412549,0.0825806154291808,0.0626200004626523,0.1021871011730974,0.103858407079646,0.392989247311828,0.369730036136895,0.3286524959122823,0.3871711865392443,0.2916582440536352,0.325765821800653,b'White IR',12.5 mA,b'OK Read',12:35:58,53.21092012333333,42.40193503333333,10.80898509,4.527493034333333,3.607685005,0.9198080296666666
22395,94,1,64,50,0.1154366044876993,0.116206386457418,0.1758576347767628,0.0773630096441939,0.1286388645936071,0.1919707190743718,0.097193382008172,0.0840593528395208,0.0904973204998222,0.0699299081635013,0.1204391685169321,0.1335221238938053,0.3696344086021505,0.3454262027917523,0.3511269276393832,0.4092891619981779,0.3508860588909103,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',12:48:59,64.74168022666667,50.83467496666666,13.907005256666666,4.324023349,3.3952399063333334,0.928783443
22611,95,1,64,50,0.1281427412814274,0.1151831296088266,0.1663950220637954,0.0757328767747047,0.129110296443791,0.1953436645015768,0.1331904347243619,0.1070973124366843,0.0897435053392497,0.0782807837331421,0.0930610675011801,0.1661592920353982,0.420258064516129,0.4060795011691349,0.365169439902536,0.4247775602380445,0.3947510275587899,0.3864095786036386,b'White IR',12.5 mA,b'OK Read',9:30:32,59.03500507,46.2903492,12.74465587,4.245897491333333,3.3293923333333333,0.916505158
22827,96,1,64,50,0.1281427412814274,0.0764550823610539,0.0939655812608218,0.0732922309142404,0.0957751021952596,0.145746747143961,0.097193382008172,0.0896609260473154,0.0999249476608687,0.0772398158643503,0.0930610675011801,0.1305486725663716,0.428,0.4181959895132148,0.3455163348401783,0.400430340977378,0.3311434539451519,0.3560877002021458,b'White IR',12.5 mA,b'OK Read',9:40:04,52.68914196666666,41.28557214,11.40356983,3.9919085226666655,3.128148125,0.8637603976666667
23043,97,1,64,50,0.1281427412814274,0.0825723787385022,0.1079933867242006,0.070031965175262,0.0990627190452264,0.1477726029113844,0.0943130819210931,0.0821881890233001,0.0889896901786772,0.0699299081635013,0.0930610675011801,0.127575221238938,0.420258064516129,0.3939630128250549,0.3370844153762303,0.3960106228313335,0.3267636951687891,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',9:49:45,50.94865640333333,40.017857,10.9307994,4.051040404,3.18130588,0.8697345243333333
23259,98,1,64,50,0.1281427412814274,0.1131477382686939,0.159867734484012,0.0765433897656797,0.1244145870939328,0.1869113009335644,0.1375041864826847,0.1095882247780227,0.0855958760714709,0.0803858520900321,0.0930610675011801,0.1661592920353982,0.4085591397849462,0.3939630128250549,0.3511269276393832,0.4092891619981779,0.3969409069469712,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',10:00:23,60.41271053666666,47.37721188666666,13.035498653333336,4.456791702,3.4952061056666666,0.961585596
23475,99,1,64,50,0.1409840497431738,0.0866431614187678,0.114516765748547,0.0692214521842869,0.0981198553448585,0.1551972598734362,0.1166320584098064,0.1083487277277873,0.0957773183930899,0.0897776955284647,0.0839350338292627,0.1513628318584071,0.4396989247311827,0.4181959895132148,0.353916193773845,0.4114990210712002,0.3223839363924264,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:10:38,52.74285287666667,41.512014963333336,11.23083791,4.110366944,3.234900126333333,0.875466818
23691,100,1,64,50,0.1281427412814274,0.0866431614187678,0.1151694945065253,0.0675913193147977,0.0981198553448585,0.1528320210521918,0.0907093576260968,0.0796972766819617,0.082955877124837,0.0678479724259178,0.0875889438626549,0.1246017699115044,0.428,0.4121023170126833,0.3342630887114872,0.3938007637583112,0.3245738157806078,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:21:04,48.13026337666667,37.78676758666666,10.343495793333334,4.498296591666667,3.529520551333333,0.9687760403333332
